ano;mes;ONI;FMA_PSN;Cerrado_PSN;Caatinga_PSN;FMA_Evap;Cerrado_Evap;Caatinga_Evap;FMA_PET;Cerrado_PET;Caatinga_PET;FMA_IDA;Cerrado_IDA;Caatinga_IDA;FMA_Temp;Cerrado_Temp;Caatinga_Temp;FMA_Precip;Cerrado_Precip;Caatinga_Precip;FMA_AreaQueimada;Cerrado_AreaQueimada;Caatinga_AreaQueimada
2008;6;-0,56;125,7794;114,6082;111,0879;86,8547;54,7982;54,9649;143,8642;174,4878;165,9082;0,6037;0,3141;0,3313;24,8247;29,1166;27,7525;113,58;0,717;24,2835;825,0;18475,0;100,0
2008;7;-0,33;139,6319;93,473;96,2649;83,3381;36,9958;41,581;146,931;193,8714;176,9362;0,5672;0,1908;0,235;24,4061;30,2344;28,4476;70,869;0,187;20,0924;4400,0;44400,0;175,0
2008;8;-0,2;139,9829;61,8573;73,2695;81,5262;28,5477;32,2783;173,0674;229,9839;208,4599;0,4711;0,1241;0,1548;26,3615;33,9119;31,49;47,7678;0,2944;12,3296;2300,0;121400,0;5400,0
2008;9;-0,25;131,0409;22,0664;49,7134;83,8346;22,7247;26,4193;200,6878;255,813;238,0878;0,4177;0,0888;0,111;30,6104;38,4535;36,2146;39,0001;24,8414;13,1405;7725,0;266225,0;32775,0
2008;10;-0,36;130,3354;9,262;37,0354;88,4948;19,1986;21,8748;236,87;279,0857;258,5537;0,3736;0,0688;0,0846;32,8434;41,3019;39,4035;38,2503;8,2024;9,0206;16875,0;488725,0;199750,0
2008;11;-0,57;96,5806;72,3055;52,9952;98,5037;78,04;47,9135;180,2297;166,6798;212,5643;0,5465;0,4682;0,2254;33,4841;34,6281;38,3836;151,1324;277,1471;83,3284;24475,0;124675,0;228725,0
2008;12;-0,79;136,7994;104,8877;94,5032;112,5376;96,0881;75,9327;195,6931;172,8795;199,2316;0,5751;0,5558;0,3811;29,6746;31,4943;32,065;153,7862;215,2082;124,16;0,0;3075,0;625,0
2009;1;-0,89;148,662;132,012;120,8447;118,1905;107,0299;93,0291;212,9806;192,0345;216,3794;0,5549;0,5573;0,4299;28,1855;31,496;31,8473;129,8328;187,2593;100,5281;700,0;100,0;6050,0
2009;2;-0,84;158,8439;149,9456;129,053;118,5431;123,0986;95,0278;236,0503;207,6937;230,549;0,5022;0,5927;0,4122;29,259;29,3608;31,3173;67,3844;113,5354;79,1643;500,0;1275,0;1025,0
2009;3;-0,63;117,9768;123,9987;110,8559;102,0395;109,4698;82,6314;216,2723;194,0984;219,583;0,4718;0,564;0,3763;31,0396;29,3892;32,1455;79,2774;148,8732;84,9908;2875,0;16750,0;2175,0
2009;4;-0,35;112,5995;105,4231;103,7594;110,6593;104,9603;95,2406;177,9421;152,8953;184,9261;0,6219;0,6865;0,515;27,8745;28,372;29,2607;200,2293;220,6754;152,498;50,0;3575,0;0,0
2009;5;0,03;131,9882;133,3124;130,2421;108,4675;98,1832;99,0049;151,6114;152,3528;160,7751;0,7154;0,6444;0,6158;25,1365;27,1569;26,9196;159,9335;67,4809;59,3528;0,0;12675,0;2650,0
