year,month,ONI,ENSO_phase,PSN_MA,EV_MA,PET_MA,WAI_MA,PRE_MA,TST_MA,BURN_MA,PSN_CE,EV_CE,PET_CE,WAI_CE,PRE_CE,TST_CE,BURN_CE,PSN_CA,EV_CA,PET_CA,WAI_CA,PRE_CA,TST_CA,BURN_CA
2001,1,-0.7600,La Niña,161.6541,116.8653,217.5747,0.5371,49.6895,29.1096,5200,133.7422,92.6071,218.4159,0.4240,58.3005,31.5003,7850,133.5361,106.2291,219.3035,0.4844,28.6896,30.0072,7025
2001,2,-0.5400,La Niña,134.8238,107.7990,241.1154,0.4471,43.9821,32.0010,12050,84.1919,82.4445,249.1432,0.3309,104.0196,31.3417,1775,75.7057,76.8603,240.6870,0.3193,36.2057,33.4961,275
2001,3,-0.4300,Neutral,126.1240,110.4488,206.1173,0.5359,112.1279,29.1372,50,100.2236,88.6509,202.1379,0.4386,163.1524,30.2458,10825,94.1120,81.7372,214.0357,0.3819,94.5384,31.6040,250
2001,4,-0.2900,Neutral,134.8856,115.5542,201.6987,0.5729,79.9661,27.8492,0,82.8162,69.7852,227.4796,0.3068,38.3165,30.7771,15850,88.9669,68.5096,216.0492,0.3171,28.2150,31.7033,125
2001,5,-0.1900,Neutral,112.7375,99.1285,161.3049,0.6145,104.4185,27.7659,0,49.6629,42.2946,209.7364,0.2017,21.5359,30.7237,6350,61.5890,43.0266,197.5063,0.2178,21.1658,32.8695,325
2001,6,-0.0800,Neutral,128.5406,85.8443,142.1115,0.6041,118.4004,24.1966,0,71.3550,35.9076,195.1987,0.1840,1.0723,29.4078,10350,76.5573,36.7496,174.4009,0.2107,36.0094,29.4570,3475
2001,7,-0.0500,Neutral,135.6736,85.7563,146.7145,0.5845,97.9959,24.3280,0,58.6063,26.8873,213.5746,0.1259,1.2406,30.3744,66275,75.5775,35.1570,186.0688,0.1889,20.2575,29.5065,2600
2001,8,-0.1300,Neutral,141.8455,88.3040,163.6012,0.5398,97.0637,24.6058,0,50.8249,26.1078,232.1966,0.1124,1.2968,33.2247,246375,71.1243,34.2609,203.9630,0.1680,24.5272,31.2375,22475
2001,9,-0.1500,Neutral,149.9371,97.4900,200.3869,0.4865,80.5712,28.9842,0,3.4221,16.1168,269.3919,0.0598,13.6309,38.3086,481525,49.5002,27.7706,243.8408,0.1139,20.8163,36.9353,40650
2001,10,-0.2600,Neutral,148.2268,111.7316,204.8344,0.5455,153.9614,29.2663,200,56.4236,48.2346,234.4881,0.2057,128.3884,35.3977,176450,61.3882,43.9959,242.7132,0.1813,60.3811,38.1546,62375
2001,11,-0.3300,Neutral,148.3619,115.3365,222.4618,0.5185,75.3584,30.8040,0,85.0236,72.4289,233.3355,0.3104,195.4114,33.5968,16850,67.9367,57.0932,241.2405,0.2367,57.7101,37.0970,5625
2001,12,-0.3200,Neutral,133.3912,104.5851,193.7108,0.5399,141.7928,29.2887,0,86.6999,69.4243,208.3852,0.3332,174.1960,32.8353,0,71.4924,59.1801,215.7339,0.2743,120.8792,34.4882,0
2002,1,-0.1500,Neutral,127.4268,109.8093,169.6583,0.6472,243.5619,27.1610,0,123.4223,100.6081,180.2731,0.5581,211.3350,28.8600,3000,119.0026,101.7676,186.3313,0.5462,277.4654,29.1911,775
2002,2,0.0700,Neutral,175.2254,124.3747,227.3380,0.5471,138.6198,29.0210,0,128.5482,105.0129,236.7765,0.4435,119.5435,29.2116,10475,150.7544,125.9368,241.0419,0.5225,100.7217,29.3091,100
2002,3,0.1100,Neutral,158.6779,118.7836,217.7418,0.5455,83.0490,27.0913,0,69.8906,67.3770,227.5502,0.2961,79.4474,31.5137,10875,96.7163,83.0697,230.6910,0.3601,25.1821,30.3312,25
2002,4,0.1500,Neutral,148.6969,112.4202,198.4376,0.5665,74.8540,27.3975,0,82.1981,65.5489,223.4233,0.2934,54.2750,30.7058,3525,89.8385,69.4812,213.3479,0.3257,31.8663,30.9749,0
2002,5,0.3000,Neutral,134.1610,98.3349,166.6600,0.5900,87.9680,26.2843,1275,48.0834,36.9586,213.4331,0.1732,24.8791,31.0620,17225,76.4822,47.8945,194.9720,0.2456,30.5902,30.6678,1150
2002,6,0.4500,Neutral,121.4911,85.2178,140.0278,0.6086,104.6585,23.7082,50,59.9388,31.1076,194.5282,0.1599,0.8728,29.6377,21700,76.0609,38.7574,171.9483,0.2254,24.7712,28.5868,350
2002,7,0.5700,El Niño,135.3717,86.5657,149.6473,0.5785,92.1151,24.2932,25,41.3217,24.1304,215.0400,0.1122,2.5576,31.8146,63450,68.6364,32.6079,192.2867,0.1696,17.8122,30.5025,1550
2002,8,0.6300,El Niño,134.7345,86.5247,167.6365,0.5161,82.1798,25.2747,200,40.3063,22.5120,237.5869,0.0948,0.7135,34.3010,383175,62.2290,28.8733,213.2429,0.1354,16.8882,32.0071,10050
2002,9,0.7800,El Niño,154.9625,100.0989,201.4050,0.4970,113.3755,27.5314,1575,25.7902,24.0829,250.6882,0.0961,35.2464,37.1175,690550,56.2908,31.1252,238.7312,0.1304,38.6783,36.0124,52550
2002,10,0.9900,El Niño,137.4912,100.6244,219.1869,0.4591,30.3838,31.2968,15000,13.9994,30.7268,247.5134,0.1241,40.4260,39.6270,361850,43.7257,33.6714,243.9864,0.1380,10.8033,38.8113,40825
2002,11,1.1900,El Niño,141.4724,103.9274,231.1961,0.4495,71.3330,31.9445,11500,48.9115,47.6381,262.1673,0.1817,100.5474,39.1298,41475,63.3814,45.6940,253.3178,0.1804,51.2515,37.9945,14575
2002,12,1.0800,El Niño,98.3714,86.7938,191.1931,0.4540,156.3690,32.5588,33100,63.0327,63.4510,183.0518,0.3466,276.4993,32.5810,9975,59.5637,51.0218,201.8484,0.2528,151.9400,35.6863,6450
2003,1,0.9000,El Niño,111.4703,99.2413,195.3377,0.5080,60.3282,31.0521,5525,102.0313,89.8380,177.4825,0.5062,205.4171,29.3792,3875,88.1197,81.1341,202.9383,0.3998,110.7350,32.2105,2250
2003,2,0.5900,El Niño,138.1670,102.7038,233.7687,0.4393,53.9141,29.7679,6000,138.6714,105.3030,217.1459,0.4849,113.7282,30.8018,9300,108.6097,84.9794,231.5122,0.3671,32.4914,31.0593,4325
2003,3,0.3800,Neutral,117.1388,95.7150,212.3902,0.4507,81.0356,31.3592,5900,112.8005,97.3572,196.6425,0.4951,159.7719,30.1102,4275,93.3428,74.3419,220.3277,0.3374,98.3868,33.1188,2825
2003,4,-0.0100,Neutral,120.6033,101.7320,195.1422,0.5213,96.6810,29.1222,2025,131.2246,93.8577,203.3912,0.4615,72.4793,29.9036,12125,99.1833,73.6747,215.5663,0.3418,31.5843,31.9677,950
2003,5,-0.1800,Neutral,120.1291,97.2725,155.7850,0.6244,149.4644,27.2669,1225,104.8188,64.4375,174.7965,0.3686,25.2560,29.9801,11375,87.2250,56.4184,177.9595,0.3170,55.3828,31.0324,600
2003,6,-0.1300,Neutral,137.9318,91.5181,146.5286,0.6246,71.2213,25.4407,1800,94.8820,45.1929,180.4293,0.2505,0.9755,29.7343,19500,92.4735,44.7737,170.2438,0.2630,22.9659,29.0674,1125
2003,7,0.0900,Neutral,133.6005,82.4541,144.8804,0.5691,101.0986,24.2665,1125,79.0959,31.6434,200.8290,0.1576,0.3632,30.3781,37225,84.6741,37.0995,179.9911,0.2061,26.4210,28.9359,2225
2003,8,0.1400,Neutral,140.7141,90.9344,164.2507,0.5536,85.4775,25.8959,650,48.0696,27.3217,221.4291,0.1234,17.8776,33.8041,73400,66.5686,33.2729,207.7608,0.1601,22.6012,32.4844,4500
2003,9,0.2300,Neutral,150.7346,98.0161,199.5407,0.4912,71.5576,28.5452,9400,29.0331,25.4112,251.8735,0.1009,16.3731,37.7312,294400,55.2542,28.6766,238.6892,0.1201,16.9166,36.3864,42175
2003,10,0.2300,Neutral,138.5085,98.1150,211.5434,0.4638,56.3634,31.4657,23025,43.4241,35.8283,243.7813,0.1470,39.5678,38.0583,157800,48.7212,29.2357,241.9899,0.1208,13.0240,39.3595,42150
2003,11,0.2900,Neutral,132.2348,95.8296,237.2277,0.4040,71.6332,32.8855,4650,69.2450,66.7802,238.7495,0.2797,151.1173,35.8743,26650,60.4054,50.8797,251.6769,0.2022,79.5594,36.8093,5850
2003,12,0.2900,Neutral,104.2562,81.5222,210.4989,0.3873,52.2265,32.7687,30475,72.4919,67.2210,209.3270,0.3211,125.8149,33.6032,15225,44.2541,40.8018,224.0630,0.1821,33.1362,36.5983,12500
2004,1,0.3400,Neutral,94.4286,92.9323,169.0055,0.5499,245.0959,30.9372,350,93.5186,87.9128,167.6782,0.5243,395.3203,31.4349,2625,66.5498,72.3068,172.4584,0.4193,367.2321,34.1770,700
2004,2,0.2700,Neutral,169.6719,132.4431,222.7216,0.5947,128.0961,28.1781,1950,140.6500,122.0783,191.0337,0.6390,254.7186,28.1564,425,167.6231,130.9172,224.6714,0.5827,129.9139,28.2491,625
2004,3,0.1900,Neutral,134.1104,120.4881,192.3948,0.6263,225.4981,28.3482,2550,138.2423,119.9350,193.3637,0.6203,240.8942,28.0907,39650,143.9117,121.2426,214.2560,0.5659,126.6915,28.2062,2950
2004,4,0.1000,Neutral,139.2546,116.4958,182.7939,0.6373,106.5292,26.8264,600,141.7976,110.6277,195.9663,0.5645,64.7877,29.1810,11850,135.7719,108.6056,209.5426,0.5183,23.9929,28.7269,1300
2004,5,0.1200,Neutral,134.1741,104.6126,157.6882,0.6634,101.3240,25.4619,25,128.9386,85.8223,178.8957,0.4797,2.7247,29.2327,19200,119.4531,78.4904,183.0339,0.4288,24.9002,28.1975,950
2004,6,0.2200,Neutral,133.9969,95.2982,141.2797,0.6745,99.0099,23.7295,0,111.5966,60.7784,165.8750,0.3664,0.6195,28.2887,16725,104.4621,56.3558,166.9746,0.3375,21.1341,27.4903,575
2004,7,0.3900,Neutral,144.3252,91.6806,141.4750,0.6480,83.1241,22.9715,0,96.7911,42.9536,188.2360,0.2282,0.4369,28.8779,31975,97.1158,45.4975,174.7784,0.2603,14.4273,28.0109,1575
2004,8,0.5400,El Niño,161.0631,92.4542,168.8794,0.5475,31.8390,26.2233,1025,65.9144,31.5557,226.0793,0.1396,5.0174,33.4289,136600,76.1100,34.7832,207.1121,0.1679,7.4082,31.8781,11850
2004,9,0.5800,El Niño,155.4196,85.4719,202.9920,0.4211,25.7169,29.0500,3025,34.3650,26.9462,256.7623,0.1049,0.7953,37.5563,422525,58.8247,27.1062,239.6865,0.1131,6.0288,34.7306,41875
2004,10,0.6100,El Niño,142.5890,91.6222,225.6060,0.4061,62.1513,31.4872,6250,55.4560,44.6731,247.4540,0.1805,81.8545,38.7299,233825,51.3049,30.6431,254.3780,0.1205,33.0446,38.2636,54575
2004,11,0.6400,El Niño,142.3740,110.2973,220.7718,0.4996,157.2728,31.6182,5150,71.0772,67.1605,226.8747,0.2960,149.1040,36.2695,40975,70.2078,56.2331,240.4045,0.2339,122.9948,36.7388,27075
2004,12,0.7100,El Niño,145.3281,109.9877,219.6395,0.5008,57.6532,30.9165,5450,94.0694,81.8360,205.5504,0.3981,124.9797,32.5100,28000,83.1042,73.0433,226.4400,0.3226,33.5088,33.9869,7950
2005,1,0.6200,El Niño,137.7377,104.6752,216.4840,0.4835,121.0746,32.2820,2850,110.2379,97.7749,194.1116,0.5037,211.6025,31.8570,1600,82.7480,74.7744,217.9142,0.3431,132.0573,34.3983,1600
2005,2,0.5500,El Niño,142.4540,123.3848,215.9972,0.5712,187.8383,31.2282,400,145.6418,124.7237,210.3637,0.5929,219.4835,29.1082,1000,120.1886,104.5103,223.6065,0.4674,174.0527,30.7817,0
2005,3,0.4000,Neutral,150.1692,124.4835,221.5313,0.5619,109.7201,29.0591,1575,129.3932,120.7850,196.0463,0.6161,242.1329,28.1024,8000,129.6457,110.5949,222.9056,0.4962,101.0266,29.9611,800
2005,4,0.3700,Neutral,145.3732,121.9773,193.8105,0.6294,149.6536,26.5794,0,147.4452,112.7854,195.3454,0.5774,74.8303,29.2627,10550,137.6812,107.6311,204.9932,0.5250,84.6311,28.5159,1175
2005,5,0.2700,Neutral,138.4025,106.5329,159.9334,0.6661,156.5772,25.1194,550,143.8221,90.7770,170.8024,0.5315,45.8988,27.4559,12075,135.8446,89.7653,175.0539,0.5128,64.8799,26.6068,775
2005,6,0.0900,Neutral,135.3305,99.2331,142.5428,0.6962,156.7894,23.9328,0,124.8090,70.7962,165.0391,0.4290,1.0213,28.1057,17675,115.1956,65.7242,166.7744,0.3941,37.1979,27.1074,2050
2005,7,-0.0400,Neutral,146.6827,91.9410,143.7704,0.6395,90.2450,23.9813,75,111.0503,48.4020,186.0920,0.2601,0.3744,29.4189,27550,104.3517,51.1071,173.6808,0.2943,26.5102,27.9058,3575
2005,8,-0.1400,Neutral,153.4524,95.6344,172.7630,0.5536,83.6827,24.7206,575,74.4340,35.4401,227.9510,0.1555,0.4688,33.2056,114825,83.1827,39.7504,207.4345,0.1916,20.1735,30.7955,8300
2005,9,-0.1100,Neutral,152.1399,98.6851,203.5745,0.4848,52.1534,27.9921,1375,41.3027,30.9751,258.7895,0.1197,25.5568,36.3813,280475,59.2614,31.8489,243.0132,0.1311,12.5403,35.0442,29250
2005,10,-0.2700,Neutral,140.5711,95.8290,235.1748,0.4075,33.4330,32.0761,26700,29.4048,34.1472,266.2548,0.1283,26.0517,39.9730,616025,43.8972,26.6454,261.3628,0.1019,12.7598,38.9052,162750
2005,11,-0.5700,La Niña,123.6843,107.7864,198.0951,0.5441,164.6607,30.5493,4775,84.9838,83.6452,188.0657,0.4448,233.3523,34.9323,60175,77.7395,63.5683,216.3626,0.2938,106.2066,35.5334,24650
2005,12,-0.8200,La Niña,137.5949,109.1663,195.3954,0.5587,125.6806,29.2647,975,97.9149,90.8300,161.8855,0.5611,264.6428,30.1937,8800,109.8146,88.7265,196.6810,0.4511,91.3591,31.6295,675
2006,1,-0.8600,La Niña,148.4150,102.0154,214.8960,0.4747,61.9914,28.6348,2400,144.6456,98.8902,200.8347,0.4924,40.3940,30.4567,9650,105.7733,76.4847,217.4675,0.3517,10.7549,31.9693,3500
2006,2,-0.8000,La Niña,129.0758,102.1178,244.5318,0.4176,34.7484,31.4541,9650,115.1121,106.8342,199.8769,0.5345,140.4288,30.6598,1600,81.4492,66.9159,237.0995,0.2822,80.4497,33.8705,4050
2006,3,-0.6300,La Niña,105.4282,103.9622,201.5502,0.5158,207.6358,29.8646,1425,122.4905,112.6622,189.8180,0.5935,261.6110,28.8379,0,104.5158,92.2543,209.0015,0.4414,179.9092,30.2744,350
2006,4,-0.4500,Neutral,122.0868,115.3177,173.7956,0.6635,151.9323,26.7498,0,124.6658,111.1976,171.4358,0.6486,143.2609,27.6069,6700,129.0389,114.9525,185.3167,0.6203,133.9788,27.0978,0
2006,5,-0.1900,Neutral,143.2831,108.5501,158.5472,0.6847,76.3485,25.8067,0,141.2273,93.6203,162.7474,0.5752,34.5071,27.8304,8675,144.2658,99.1102,172.6414,0.5741,31.8839,27.3807,525
2006,6,-0.0500,Neutral,132.6416,92.8424,132.6880,0.6997,166.0134,23.5036,0,146.7362,75.9915,160.3533,0.4739,1.7772,27.2423,12500,131.6658,69.9880,159.3316,0.4393,42.1423,26.4226,625
2006,7,0.1200,Neutral,152.9707,91.3740,145.8917,0.6263,64.3540,24.3641,1175,111.4647,52.0647,178.8833,0.2911,0.1370,29.4178,41425,113.4803,53.6627,170.7862,0.3142,22.7470,27.7782,2125
2006,8,0.3300,Neutral,157.5334,92.5273,173.5913,0.5330,57.4761,26.2970,2475,83.8739,38.8772,224.1357,0.1735,1.4837,33.3399,169025,87.2618,40.0400,207.4050,0.1931,11.9842,31.3454,9950
2006,9,0.5400,El Niño,155.2790,100.8844,199.5712,0.5055,74.2643,27.9969,900,66.2888,43.4042,232.7207,0.1865,30.0487,36.4722,214375,70.9427,36.9959,234.0989,0.1580,23.1519,34.7344,14975
2006,10,0.7100,El Niño,140.8572,114.4803,203.9935,0.5612,137.8428,29.8421,100,88.2772,75.2016,208.9248,0.3599,186.0956,34.3674,32725,73.2920,54.0305,228.1364,0.2368,98.9173,36.3961,20775
2006,11,0.8800,El Niño,156.3007,128.4257,217.6196,0.5901,209.6118,27.9208,175,126.8309,99.1388,219.0393,0.4526,194.0057,33.1714,6850,112.4080,96.2501,229.9697,0.4185,132.4358,31.6120,7650
2006,12,0.8800,El Niño,138.3493,116.3765,202.0629,0.5759,107.1286,29.6063,1525,108.2213,87.9897,203.2697,0.4329,150.1395,31.4529,36425,91.4062,79.0168,216.0322,0.3658,50.0266,33.0489,19000
2007,1,0.6200,El Niño,138.4285,110.5709,213.1987,0.5186,59.0220,29.7770,2650,100.8879,90.3336,206.3234,0.4378,140.6800,31.0713,14350,69.6208,61.9272,224.3309,0.2761,43.2652,33.7913,10050
2007,2,0.1900,Neutral,124.5262,110.8361,209.0768,0.5301,264.1591,29.4402,75,118.8389,107.9109,192.3254,0.5611,271.6580,29.5508,3325,86.0280,79.7785,212.9239,0.3747,273.8658,30.9326,250
2007,3,-0.1200,Neutral,179.1294,130.5861,233.4572,0.5594,88.0456,26.9834,50,156.4409,115.1465,227.4064,0.5063,42.9160,29.6053,15525,146.3710,110.5442,232.7639,0.4749,40.0509,28.0580,1325
2007,4,-0.3200,Neutral,128.1774,115.8412,192.2731,0.6025,141.5908,27.2297,0,106.4966,76.5558,208.8987,0.3665,47.6219,30.6129,20250,89.0125,77.6268,204.8893,0.3789,52.1773,29.9652,250
2007,5,-0.3400,Neutral,137.1144,106.8445,163.1877,0.6547,87.9979,26.1298,500,96.2605,54.5797,200.3013,0.2725,5.6813,31.0253,34150,95.1666,59.5428,190.3766,0.3128,24.4570,30.1928,1425
2007,6,-0.4100,Neutral,127.1261,86.5026,142.2098,0.6083,57.0649,24.7366,2125,80.9264,36.8417,188.8190,0.1951,0.5239,29.9421,63625,88.0730,42.0715,172.5961,0.2438,19.1684,28.5972,2275
2007,7,-0.4900,Neutral,128.3708,79.1056,146.7535,0.5390,64.8010,24.6128,2425,64.4561,28.8422,200.4169,0.1439,0.1920,31.5399,224225,78.0823,35.3531,181.2584,0.1950,17.5321,29.1440,4975
2007,8,-0.7700,La Niña,139.1782,81.8091,169.4000,0.4829,68.2796,25.1756,900,59.6782,25.0627,232.4422,0.1078,0.3529,33.9098,689975,76.8830,32.2557,207.3882,0.1555,16.3354,30.7508,32175
2007,9,-1.0500,La Niña,146.7638,87.8250,195.3230,0.4496,69.9058,26.9655,4725,31.2288,20.1540,263.5851,0.0765,1.3139,38.1928,1146050,60.9181,27.8501,234.6676,0.1187,15.0041,34.4199,171200
2007,10,-1.3800,La Niña,132.6525,90.5087,233.2854,0.3880,53.8103,31.9331,59250,3.0374,14.8862,281.9495,0.0528,23.5117,41.3878,599125,34.6937,21.1299,262.8971,0.0804,9.0619,39.3207,177900
2007,11,-1.5700,La Niña,118.7555,92.8723,213.4102,0.4352,128.7610,32.2175,31900,42.5335,45.9951,228.2957,0.2015,162.5282,37.5932,185575,51.0423,39.6865,232.4515,0.1707,87.9059,38.4882,162500
2007,12,-1.7200,La Niña,145.3375,99.9291,210.3178,0.4751,116.0300,30.0482,2250,100.2550,72.3004,196.3400,0.3682,139.0119,35.3866,22700,98.7728,69.0238,215.7118,0.3200,80.1946,33.4774,7425
2008,1,-1.7600,La Niña,139.7908,100.9589,207.3962,0.4868,84.5500,30.0029,4050,100.0337,71.2864,190.8951,0.3734,137.2004,34.3974,5100,84.3396,64.3738,210.3289,0.3061,69.7515,33.8630,11500
2008,2,-1.6100,La Niña,142.4223,112.3508,231.2121,0.4859,119.1791,30.4551,575,119.5116,103.2056,196.3617,0.5256,183.7859,30.9499,3900,97.4223,76.4301,231.9401,0.3295,120.1216,33.3454,850
2008,3,-1.3700,La Niña,127.3072,117.7983,214.2749,0.5498,135.0405,29.4386,275,128.4399,114.1034,183.7171,0.6211,202.7462,28.7898,5500,123.1815,100.3356,209.0774,0.4799,141.3907,30.2978,750
2008,4,-1.0500,La Niña,131.2094,116.5341,200.0447,0.5825,60.6735,28.2442,100,131.8310,106.7008,190.2330,0.5609,113.8867,28.5159,22575,139.2445,112.6771,201.4763,0.5593,90.8992,28.2012,1600
2008,5,-0.8500,La Niña,121.1146,93.6742,159.4044,0.5877,54.3383,26.6960,2225,125.1770,76.6241,171.9620,0.4456,8.1082,29.2392,9250,125.7519,81.1131,171.7712,0.4722,27.3502,28.4324,350
2008,6,-0.5600,La Niña,125.7794,86.8547,143.8642,0.6037,113.5800,24.8247,825,114.6082,54.7982,174.4878,0.3141,0.7170,29.1166,18475,111.0879,54.9649,165.9082,0.3313,24.2835,27.7525,100
2008,7,-0.3300,Neutral,139.6319,83.3381,146.9310,0.5672,70.8690,24.4061,4400,93.4730,36.9958,193.8714,0.1908,0.1870,30.2344,44400,96.2649,41.5810,176.9362,0.2350,20.0924,28.4476,175
2008,8,-0.2000,Neutral,139.9829,81.5262,173.0674,0.4711,47.7678,26.3615,2300,61.8573,28.5477,229.9839,0.1241,0.2944,33.9119,121400,73.2695,32.2783,208.4599,0.1548,12.3296,31.4900,5400
2008,9,-0.2500,Neutral,131.0409,83.8346,200.6878,0.4177,39.0001,30.6104,7725,22.0664,22.7247,255.8130,0.0888,24.8414,38.4535,266225,49.7134,26.4193,238.0878,0.1110,13.1405,36.2146,32775
2008,10,-0.3600,Neutral,130.3354,88.4948,236.8700,0.3736,38.2503,32.8434,16875,9.2620,19.1986,279.0857,0.0688,8.2024,41.3019,488725,37.0354,21.8748,258.5537,0.0846,9.0206,39.4035,199750
2008,11,-0.5700,La Niña,96.5806,98.5037,180.2297,0.5465,151.1324,33.4841,24475,72.3055,78.0400,166.6798,0.4682,277.1471,34.6281,124675,52.9952,47.9135,212.5643,0.2254,83.3284,38.3836,228725
2008,12,-0.7900,La Niña,136.7994,112.5376,195.6931,0.5751,153.7862,29.6746,0,104.8877,96.0881,172.8795,0.5558,215.2082,31.4943,3075,94.5032,75.9327,199.2316,0.3811,124.1600,32.0650,625
2009,1,-0.8900,La Niña,148.6620,118.1905,212.9806,0.5549,129.8328,28.1855,700,132.0120,107.0299,192.0345,0.5573,187.2593,31.4960,100,120.8447,93.0291,216.3794,0.4299,100.5281,31.8473,6050
2009,2,-0.8400,La Niña,158.8439,118.5431,236.0503,0.5022,67.3844,29.2590,500,149.9456,123.0986,207.6937,0.5927,113.5354,29.3608,1275,129.0530,95.0278,230.5490,0.4122,79.1643,31.3173,1025
2009,3,-0.6300,La Niña,117.9768,102.0395,216.2723,0.4718,79.2774,31.0396,2875,123.9987,109.4698,194.0984,0.5640,148.8732,29.3892,16750,110.8559,82.6314,219.5830,0.3763,84.9908,32.1455,2175
2009,4,-0.3500,Neutral,112.5995,110.6593,177.9421,0.6219,200.2293,27.8745,50,105.4231,104.9603,152.8953,0.6865,220.6754,28.3720,3575,103.7594,95.2406,184.9261,0.5150,152.4980,29.2607,0
2009,5,0.0300,Neutral,131.9882,108.4675,151.6114,0.7154,159.9335,25.1365,0,133.3124,98.1832,152.3528,0.6444,67.4809,27.1569,12675,130.2421,99.0049,160.7751,0.6158,59.3528,26.9196,2650
2009,6,0.3400,Neutral,135.2724,98.6681,142.7919,0.6910,85.2093,24.4310,0,135.0779,85.9848,158.1292,0.5438,24.2238,27.8879,11300,128.3264,76.6769,162.6761,0.4713,31.0977,26.9695,1825
2009,7,0.5000,El Niño,153.0417,97.9647,153.7203,0.6373,75.4206,24.7065,975,128.5139,65.9602,180.9646,0.3645,0.4906,30.5391,18375,110.0889,53.8317,174.8797,0.3078,18.8825,28.6613,800
2009,8,0.5600,El Niño,150.9963,94.8971,173.1440,0.5481,78.4026,25.9186,200,101.3507,49.0280,214.0451,0.2291,1.3206,33.6729,37850,85.5744,41.0512,203.6396,0.2016,16.4150,32.0516,1600
2009,9,0.6600,El Niño,151.2000,97.8927,210.9100,0.4641,42.6131,29.4192,1750,64.2043,41.9166,249.9423,0.1677,17.5381,37.6122,208300,56.6423,30.1549,242.5773,0.1243,6.8798,37.1842,44475
2009,10,0.9200,El Niño,124.8522,106.5342,193.8080,0.5497,172.8135,30.0012,1000,80.6391,84.0529,166.1974,0.5057,256.3051,31.7857,42975,80.3958,66.0046,198.9350,0.3318,179.9542,34.0950,11775
2009,11,1.3100,El Niño,155.8200,111.8122,236.0940,0.4736,36.4730,31.5061,6925,136.0970,106.0074,227.4358,0.4661,103.9664,33.4836,10475,106.6969,80.1686,241.8766,0.3314,20.5341,34.5281,5975
2009,12,1.5000,El Niño,111.9920,90.0634,200.1312,0.4500,42.7859,32.4833,8100,116.4166,98.9022,180.0113,0.5494,224.2540,31.3525,8050,80.4134,70.0270,197.7484,0.3541,89.6310,34.0529,425
2010,1,1.4700,El Niño,120.3380,91.3421,205.9678,0.4435,45.8986,31.7855,11050,140.5211,113.2502,193.2062,0.5862,93.5006,29.8622,6025,108.5586,86.6819,197.6019,0.4387,51.5173,31.4114,1200
2010,2,1.2100,El Niño,115.4587,92.6712,217.8071,0.4255,60.8955,31.7969,6000,143.5368,116.8024,221.4893,0.5273,100.5530,30.7821,8325,88.4120,69.5009,225.0972,0.3088,45.0070,33.7713,1100
2010,3,0.8800,El Niño,111.4208,111.0941,194.6647,0.5707,215.9952,30.3944,375,133.3163,122.7930,194.4025,0.6316,208.9116,30.1433,10900,106.6424,94.2707,209.8449,0.4492,142.4791,31.7342,0
2010,4,0.3800,Neutral,140.2495,123.0290,190.7746,0.6449,158.9729,26.8977,0,148.4581,113.2076,199.9036,0.5663,98.3503,29.5519,25100,129.8750,103.7572,204.6824,0.5069,119.6739,28.6301,750
2010,5,-0.1600,Neutral,128.4787,108.2271,164.4520,0.6581,61.9071,26.6567,0,122.7961,90.1989,179.0888,0.5037,20.7996,30.5262,11850,105.0909,70.7106,186.8224,0.3785,16.7498,30.5124,200
2010,6,-0.6600,La Niña,132.9334,91.0985,143.5969,0.6344,62.4571,25.6460,1050,121.9867,62.5446,172.1549,0.3633,0.2150,29.7233,25725,95.3406,49.0656,169.8131,0.2889,25.6212,29.3186,1525
